id,행정규칙일련번호,행정규칙명,종류,발령일자,근거주장범주_자동,주장법령_자동,제1조발췌,상세링크,T1_규범성격,T2_메모
T055,2100000275354,교육부 시설사업 및 안전 심의위원회 운영규정,훈령,20260301,타부처법령_근거주장,사회기반시설에 대한 민간투자법; 교육부 총사업비 관리규정,제1조(목적) 이 규정은 「사회기반시설에 대한 민간투자법」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000275354&type=HTML&mobileYn=,내부관리,시설사업·안전 심의위원회 운영(내부 심의).
T056,2100000273324,교육부예산집행심의회운영규정,훈령,20260123,타부처법령_근거주장,국가재정법시행령,제1조(목적) 이 규정은 「국가재정법시행령」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000273324&type=HTML&mobileYn=,내부관리,예산집행심의회 운영.
T057,2100000283274,교육부와 그 소속기관 공무직 등 관리규정,훈령,20260731,근거주장_없음,,"제1조(목적) 이 규정은 교육부와 그 소속기관에 근무하는 공무직근로자등의 채용, 근로조건 및 퇴직 등 인사관리에 관한 사항을 정함을 목적으로 한다. ",/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000283274&type=HTML&mobileYn=,대외구속지향,신분관계 — 소속 공무직근로자(비공무원)의 채용·근로조건·퇴직 등 개인의 신분·권리 규율(사법상 근로관계 병존).
T058,2100000005870,교육부와 그 소속기관의 회계관계공무원 재정보증 규정,훈령,20141024,교육부법령_근거주장,국고금 관리법; 고등교육법; 회계관계 직원 등의 책임에 관한 법률,제1조(목적) 이 규정은「국고금 관리법」,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000005870&type=HTML&mobileYn=,대외구속지향,신분관계 — 회계관계공무원 개인의 재정보증(보증보험 가입) 의무·경제적 부담에 관계.
T059,2100000277000,교육부 위임전결규정,훈령,20260406,타부처위임확인_D1제외,"연구직 및 지도직   │
│                │등에 관한 규정; 행정권한의 위임 및 위탁에 관한 규정; 행정업무의 운영 및 혁신에 관한 규정",제1조(목적) 이 규정은 「행정권한의 위임 및 위탁에 관한 규정」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000277000&type=HTML&mobileYn=,해당없음(타부처위임),
T060,2100000281036,교육부 인사운영규정,훈령,20260701,근거주장_없음,,제1조(목적) 이 규정은 「국가공무원법」 및 「공무원임용령」 등 인사관계 법령에 의하여 교육부와 그 소속기관 공무원의 인사관리에 필요한 사항을 정함으로써 공정하고 효율적인 인사운영을 도모함을 목적으로 한다. ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000281036&type=HTML&mobileYn=,대외구속지향,"신분관계 — 소속 공무원의 승진·전보·보직 등 인사 기준(재량준칙 성격 병존, 개인 신분상 이익·불이익에 관계)."
T061,2100000212834,교육부 일상감사지침,훈령,20220707,근거주장_없음,,제1조(목적) 이 지침은 「공공감사에 관한 법률」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000212834&type=HTML&mobileYn=,내부관리,일상감사 절차(공공감사법 이행).
T062,2100000230726,교육부 자체평가위원회 운영규정,훈령,20231023,타부처법령_근거주장,정부업무평가 기본법,제1조(목적) 이 훈령은 「정부업무평가 기본법」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000230726&type=HTML&mobileYn=,내부관리,자체평가위원회 운영(정부업무평가 기본법 이행).
T063,2100000258602,교육부장관 관할 국립학교 근로자 관리규정,훈령,20250507,근거주장_없음,,"제1조(목적) 본 규정은 교육부장관 관할 국립학교(국립학교 설치령에 따른 부설학교와 특수학교, 한국교원대학교설치령에 따른 부설학교를 말한다) 에 근무하는 공무원이 아닌 근로자에 대한 채용, 근로조건 및 퇴직 등 인사관리에 관한 사항을 정함을 목적으로 한다. ",/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000258602&type=HTML&mobileYn=,대외구속지향,신분관계 — 국립학교 비공무원 근로자의 채용·근로조건·퇴직 등 개인 신분·권리 규율.
T064,2100000274786,교육부 적극행정공무원의 징계절차에서의 소명 또는 소송 등에 관한 지원 지침,훈령,20260213,근거주장_없음,,"제1조(목적) 이 지침은 「적극행정 운영규정」(이하 ""영""이라 한다)에서 정한 다음 각 호에 관한 세부사항 및 절차 등을 정함을 목적으로 한다.1. 영 ",/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000274786&type=HTML&mobileYn=,대외구속지향,신분관계 — 적극행정 공무원 개인의 징계절차 소명·소송 지원 요건(개인에 대한 수익적 지원 기준).
T065,2100000270554,교육부 전문용어 표준화협의회 운영 규정,훈령,20251224,타부처위임확인_D1제외,"국어기본법 시행령; 교육부 전문용어 ┃
┃표준화협의회 운영 규정",제1조(목적) 이 규정은 「국어기본법 시행령」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000270554&type=HTML&mobileYn=,해당없음(타부처위임),
T066,2100000247320,교육부 정보공개 운영규정,훈령,20240913,교육부법령_근거주장,공무원 징계령; 교육공무원 징계령; 형사소송법; 통계법,제1조(목적) 이 규정은「공공기관의 정보공개에 관한 법률」과 같은 법 시행령 및 같은 법 시행규칙에 따라 교육부의 정보공개업무를 처리하는데 필요한 사항을 규정함을 목적으로 한다. ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000247320&type=HTML&mobileYn=,내부관리,정보공개 청구 처리의 내부 절차(청구인 권리는 정보공개법령이 규율).
T067,2100000231430,교육부 정보보안 기본지침,예규,20231121,근거주장_없음,,제1조(목적) 이 지침은 다음 각 호의 법령에 따라 각급기관이 수행하여야 할 정보보안과 관련한 기본업무를 규정함을 목적으로 한다.1. 「국가정보원법」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000231430&type=HTML&mobileYn=,내부관리,각급기관 정보보안 기본지침 — 기관 간 보안사무 규율.
T068,2100000227604,교육부 정책실명제 운영규정,훈령,20230807,타부처법령_근거주장,행정업무의 운영 및 혁신에 관한 규정; 교육부 국민 및 공무원 제안 운영규정; 행정기관 소속 위원회의 설치ㆍ운영에 관한 법률; 공공기관의 정보공개에 관한 법률,제1조 (목적) 이 규정은 「행정업무의 운영 및 혁신에 관한 규정」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000227604&type=HTML&mobileYn=,내부관리,정책실명제 운영 사무.
T069,2100000237422,교육부 정책연구용역 관리규정,훈령,20240312,근거주장_없음,,제1조(목적) 이 규정은「행정업무의 운영 및 혁신에 관한 규정」 및 「행정업무의 운영 및 혁신에 관한 규정 시행규칙」에 따라 교육부 정책연구용역을 효율적으로 운영ㆍ관리하기 위하여 필요한 세부사항을 규정함을 목적으로 한다. ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000237422&type=HTML&mobileYn=,내부관리,정책연구용역의 관리(계약·심의 사무).
T070,2100000222714,교육부 정책자문위원회 규정,훈령,20230419,타부처위임확인_D1제외,정책자문위원회 규정,제1조(목적) 이 규정은 「정책자문위원회 규정」(대통령령 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000222714&type=HTML&mobileYn=,해당없음(타부처위임),
T071,2100000276668,교육부 중앙사고수습본부 구성 및 운영 등에 관한 규정,훈령,20260401,근거주장_없음,,제1조(목적) 이 규정은 「재난 및 안전관리 기본법」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000276668&type=HTML&mobileYn=,내부관리,중앙사고수습본부 구성·운영(재난대응 조직).
T072,2100000258804,교육부 지능형 정보화업무 처리규정,훈령,20250512,근거주장_없음,,제1조(목적) 이 규정은 「지능정보화 기본법」 및 「전자정부법」등의 시행과 관련하여 교육부의 정보화업무를 효율적이고 체계적으로 추진하기 위하여 필요한 사항을 규정함을 목적으로 한다. ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000258804&type=HTML&mobileYn=,내부관리,정보화업무 처리 절차.
T073,2100000212107,교육부 청원심의회 운영규정,훈령,20220610,근거주장_없음,,제1조(목적) 이 규정은「청원법」,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000212107&type=HTML&mobileYn=,내부관리,청원심의회 운영(청원법상 내부 심의기구).
T074,2100000279774,교육부 총사업비 관리규정,훈령,20260525,타부처법령_근거주장,교육부 시설사업 및 안전 심의위원회 운영규정; 건축법; 공공기관의 운영에 관한 법률,제1조(목적) 이 규정은 기획예산처 「총사업비 관리지침」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000279774&type=HTML&mobileYn=,내부관리,총사업비 관리(내부 재정통제).
T075,2100000236252,교육부 행정전자서명 인증업무지침,고시,20240207,타부처법령_근거주장,전자정부법,제1조(목적) 이 지침은 「전자정부법」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000236252&type=HTML&mobileYn=,내부관리,행정전자서명 인증사무(행정기관 간).
T076,2100000231338,교육부 행정처분위원회 운영규정,훈령,20231110,교육부법령_근거주장,고등교육법,제1조(목적) 이 규정은 교육부 행정처분위원회의 구성과 운영 등에 필요한 사항을 규정함을 목적으로 한다. ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000231338&type=HTML&mobileYn=,내부관리,행정처분 사전 심의 위원회 — 처분 상대방에 간접 영향은 있으나 내부 심의절차(경계규칙① 검토: 위원회 결정이 외부인의 자격·지정을 직접 좌우하는 구조 아님).
T077,2100000251218,교육시설 안전점검 등에 관한 지침,고시,20241222,근거주장_없음,,제1조(목적) 이 지침은 「교육시설 등의 안전 및 유지관리 등에 관한 법률」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000251218&type=HTML&mobileYn=,대외구속지향,교육시설(사립 포함)의 안전점검 실시 기준·절차 — 시설의 장 등 외부 주체의 의무에 관계.
T078,2100000208251,교육시설의 안전·유지관리기준,고시,20220114,교육부법령_근거주장,교육시설 등의 안전 및 유지관리 등에 관한 법률; 건축법; 공간정보의 구축 및 관리 등에 관한 법률; 건축물의 피난ㆍ방화구조 등의 기준에 관한 규칙,제1조(목적) 이 기준은 「교육시설 등의 안전 및 유지관리 등에 관한 법률」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000208251&type=HTML&mobileYn=,대외구속지향,교육시설의 안전·유지관리 기준 — 학교법인 등 시설 관계자의 의무 기준.
T079,2100000214685,교육자치정책협의회 설치 및 운영에 관한 규정,훈령,20220926,교육부법령_근거주장,지방교육자치에 관한 법률,"제1조(목적) 이 규정은 교육ㆍ학예 분야의 지방분권, 학교 민주주의 등 교육자치를 종합ㆍ체계적으로 추진하기 위하여 교육자치정책협의회를 설치하고, 그 운영에 필요한 사항을 규정함을 목적으로 한다. ",/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000214685&type=HTML&mobileYn=,내부관리,교육부-시도교육청 간 교육자치 협의체(교육자치정책협의회) 설치·운영 — 기관 간 협의 사무.
T080,2100000226570,교육정보재해복구센터 운영 규정,훈령,20231001,근거주장_없음,,제1조(목적) 이 규정은 「재난 및 안전관리 기본법」,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000226570&type=HTML&mobileYn=,내부관리,교육정보재해복구센터 운영(재해복구 인프라 사무).
T081,2100000123551,교육정보통계관리규정,훈령,20180504,교육부법령_근거주장,교육관련기관의 정보공개에 관한 특례법; 통계법; 공공기관의 운영에 관한 법률,"제1조(목적) 이 규정은 「교육관련기관의 정보공개에 관한 특례법」(이하 특례법) 및 「통계법」에 따라 교육관련기관이 보유·관리하는 정보·통계를 수집, 작성, 공표 및 활용하기 위하여 필요한 사항을 규정함을 목적으로 한다. ",/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000123551&type=HTML&mobileYn=,내부관리,교육관련기관(사립학교·대학 포함)의 정보·통계 수집·작성·공표 규율 — 외부 기관의 제출·검증 관계(의무의 법률상 기초는 교육기관정보공개특례법·통계법). 전문 재확인 권장. [재확인 조정 2026-08-18: 재확인 판정(대외·간접근거)을 코퍼스 전문 대조로 내부관리 확정. §3(적용범위) '이 규정은 교육부 및 그 소속기관과 시·도교육청에 대하여 적용한다' — 전 조문 수범자가 통계작성부서의 장·책임관·위원회로 내부·기관 간 사무. 교육규제 공문서 훈령·정보보안 기본지침류와 동일 처리(일관성).]
T082,2100000208980,교육정책 네트워크 운영 규정,훈령,20220208,근거주장_없음,,제1조(목적) 이 규정은 교육정책 네트워크 운영에 관하여 필요한 사항을 규정함을 목적으로 한다. ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000208980&type=HTML&mobileYn=,내부관리,정책연구 협력 네트워크 운영(출연기관 협업).
T083,2200000108569,교육행정체제통합지원단 설치 및 운영에 관한 규정,국무총리훈령,20260309,타부처법령_근거주장,지방자치법,제1조(목적) 이 훈령은 지방행정체,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2200000108569&type=HTML&mobileYn=,내부관리,"국무총리훈령, 한시적 지원단 설치·운영."
T084,2100000231472,국가연구개발사업 보안대책,고시,20231120,타부처법령_근거주장,"산업기술의 │
│유출방지 및 보호에 관한 법률; 대외무역법; 산업기술의 유출방지 및 보호에 관한 법률","제1조(목적) 이 지침은 「국가연구개발혁신법」(이하 ""법""이라 한다) ",/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000231472&type=HTML&mobileYn=,대외구속지향,국가연구개발 수행 연구개발기관(외부 대학·기업 포함)의 보안 의무·보안과제 관리 기준.
T085,2100000273514,국가장학사업 운영규정,훈령,20260123,교육부법령_근거주장,교육기본법; 고등교육법; 평생교육법; 근로자직업능력 개발법; 한국장학재단 설립 등에 관한 법률,"제1조(목적) 이 규정은 「교육기본법」(이하 ""법""이라 한다) ",/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000273514&type=HTML&mobileYn=,대외구속지향,국가장학사업의 수급 요건·기준(학생 대상 수익적 급부).
T086,2100000250874,국가직무능력표준 학습모듈 개발·개선 및 폐지 등에 관한 규정,훈령,20241215,교육부법령_근거주장,자격기본법 시행령,제1조(목적) 이 규정은「자격기본법 시행령」,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000250874&type=HTML&mobileYn=,내부관리,NCS 학습모듈의 개발·개선·폐지 절차(위탁 개발 사업 운영 사무).
T087,2100000015943,국공립대학연구보조비 지급규정,훈령,20150304,근거주장_없음,,"제1조(목적) 국·공립의 대학, 산업대학, 교육대학, 전문대학, 방송대학·통신대학 및 방송통신대학에 근무하는 교원들이 연구에 전념하여 면학분위기를 조성하고, 교육 및 학생지도에 전력하여 건실한 교육성과를 이룩할 수 있도록 하기 위하여 지급하는 보조비(이하 ""연구보조비""라 한다)지급에 관하여 필요한 사항을 규정함을 목적으로 한다. ",/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000015943&type=HTML&mobileYn=,대외구속지향,신분관계 — 국공립대 교원 연구보조비 지급(가이드 실례).
T088,2100000279758,국립대학자원관리시스템(KORUS) 운영 등에 관한 규정,훈령,20260501,교육부법령_근거주장,교육기본법; 고등교육법; 한국사학진흥재단법,제1조(목적) 이 규정은 「교육기본법」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000279758&type=HTML&mobileYn=,내부관리,국립대학 행정정보시스템(KORUS) 운영 — 국가기관 간 시스템 사무.
T089,2100000275664,국립대학 통합 기록관리시스템(cRMS) 등 구축 및 운영 규정,훈령,20260313,교육부법령_근거주장,공공기록물 관리에 관한 법률; 고등교육법; 한국사학진흥재단법,제1조(목적) 이 규정은 「공공기록물 관리에 관한 법률」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000275664&type=HTML&mobileYn=,내부관리,국립대학 기록관리시스템 구축·운영 사무.
T090,2100000126669,국민참여 정책숙려제 선정위원회의 구성 및 운영에 관한 규정,훈령,20180524,근거주장_없음,,제1조(목적) 이 규정은 국민참여 정책숙려,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000126669&type=HTML&mobileYn=,내부관리,정책숙려제 선정위원회(내부 심의기구).
T091,2100000192477,국정 교과용도서 수정·보완 지침,지침,20200901,근거주장_없음,,"[별표 1]  국정 교과용도서 개발, 심사, 보급 단계별 용어의 정의 용어 단계 정의 가. 원고본(심의본)* 개발(심의) 집필진 초안 나. 개고본(심의본)* 개발(심의) 현장검토본 구성을 위한 수정안 다. 현장검토본    (심의본)* 개발(심의) 현장적합성 검토를 위한 시범교과서 라. 수정본(심의본)* 개발(심의) 현장적합성 검토 이후 심의자료 마. 감수본* 개발(감수) 국립국어원 등 관계기관에 감수를 위한 심의자료 바. 결재본* 개발 교육부 담당자 최종 점검을 위한 자료 사. 최종본(정본) 개발(확인) 결재를 득한 완성본 아. 신",/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000192477&type=HTML&mobileYn=,내부관리,국정 교과용도서 수정·보완의 실무 절차(용어·단계) — 교육부 저작 도서의 개발·심사 사무로 위탁 편찬·발행기관과의 업무 규율(검정도서와 구별).
T092,2100000239886,글로벌 교육교류·협력 및 인재양성·유치 전략 자문위원회 구성 및 운영에 관한 규정,훈령,20240422,교육부법령_근거주장,교육기본법,제1조(목적) 이 훈령은 「교육기본법」,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000239886&type=HTML&mobileYn=,내부관리,자문위원회 구성·운영.
T093,2100000212329,기간제교원의 봉급 지급에 관한 예규,예규,20220622,교육부법령_근거주장,공무원보수규정; 교육공무원법; 사립학교법; 유아교육법; 초ㆍ중등교육법; 공무원연금법; 사립학교교직원 연금법; 군인연금법; 국가공무원법; 지방공무원법; 훈령ㆍ예규 등의 발령 및 관리에 관한 규정,제1조(목적) 이 예규는 「공무원보수규정」 [별표11]에 의해 교육부장관이 정하도록 한 기간,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000212329&type=HTML&mobileYn=,대외구속지향,신분관계 — 기간제교원(사립 포함) 봉급 지급 기준(공무원보수규정 [별표11] 위임 주장) — 교원 개인의 보수에 관계.
T094,2100000106955,농어촌학교 순회교원수당 및 복식수업수당 지급에 관한 훈령,훈령,20171214,타부처법령_근거주장,농어업인 삶의 질 향상 및 농어촌지역 개발촉진에 관한 특별법; 공무원수당 등에 관한 규정; 공무원보수규정; 훈령·예규 등의 발령 및 관리에 관한 규정,제1조(목적) 이 규정은 「농어업인 삶의 질 향상 및 농어촌지역 개발촉진에 관한 특별법」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000106955&type=HTML&mobileYn=,대외구속지향,신분관계 — 농어촌학교 순회교원수당·복식수업수당 지급(가이드 실례).
T095,2100000236266,대학 재정지원사업 관리운영에 관한 규정,훈령,20240208,근거주장_없음,,제1조 (사업계획) ????? 사업 선정과 관련한 공고에 따라 대학이 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000236266&type=HTML&mobileYn=,대외구속지향,대학 재정지원사업의 관리운영 — 대학(사립 포함)의 선정·지원·제재 등 수익적 급부 기준.
T096,2100000215850,대한민국 스승상 규정,훈령,20221110,근거주장_없음,,"제1조(목적) 이 규정은 교육발전에 기여하고 학생지도 및 연구활동에 헌신한 우수한 공적이 있는 교원(이하 ""수상자""라 한다)의 선정과 우대 등에 관하여 필요한 사항을 규정함을 목적으로 한다. ",/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000215850&type=HTML&mobileYn=,대외구속지향,신분관계 — 교원 대상 시상(수상자 선정)과 우대 — 시혜적 성격이 병존하나 우대 조항이 교원 개인의 신분상 이익에 관계.
T097,2100000178851,독학에 의한 학위취득 종합시험 합격결정 방식에 관한 규정,고시,20190527,타부처법령_근거주장,훈령·예규 등의 발령 및 관리에 관한 규정,제1조(목적) 이 규정은 독학에의한학위취득에관한법률시행령 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000178851&type=HTML&mobileYn=,대외구속지향,독학학위 종합시험 합격결정 방식 — 응시자(외부 개인)의 자격 취득 기준.
T098,2100000271904,민방위 경보 발령ㆍ전달 규정,예규,20260105,근거주장_없음,,제1조(목적) 이 규정은「민방위기본법」,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000271904&type=HTML&mobileYn=,내부관리,민방위 경보 발령·전달 사무(기관 간 경보전파 절차).
T099,2100000182215,발달장애인 평생교육기관 지정 기준 등 고시,고시,20190917,근거주장_없음,,제1조(목적) 이 고시는 「발달장애인 권리보장 및 지원에 관한 법률」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000182215&type=HTML&mobileYn=,대외구속지향,발달장애인 평생교육기관 지정 기준(가이드 실례) — 민간기관 지정.
T100,2100000276326,보육활동보호센터 운영 규정,훈령,20260324,교육부법령_근거주장,영유아보육법 시행령,제1조(목적) 이 규정은「영유아보육법 시행령」,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000276326&type=HTML&mobileYn=,내부관리,보육활동보호센터의 조직·운영 사무.
T101,2100000188414,보조금의 교부 및 관리사무의 위임에 관한 고시,고시,20200501,타부처법령_근거주장,훈령·예규 등의 발령 및 관리에 관한 규정,제1조(목적) 이 고시는 재외동포교육의 효율적 운영을 도모하기 위하여 보조금의 교부 및 관리에 관한 사무를 교육부의 소속기관인 국립국,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000188414&type=HTML&mobileYn=,내부관리,보조금 교부·관리사무의 소속기관(국립국제교육원) 위임 고시 — 행정권한 위임 유형으로 T052와 동질일 가능성 있으나 crossref 미확인이어서 규범성격 기준으로 기재. [검수 반영: 전문 확인 — 보조금법 §38·시행령 §17 제1~7호에 따른 명시적 권한 위임. '권한위임고시' 태그 — D1 집계에서 행정권한 위임·위탁 계열로 별도 분리 2026-08-15.] #권한위임고시
T102,2100000002186,사내기술대학(원)의인정및사후관리등에관한기준,고시,20140430,타부처법령_근거주장,훈령·예규 등의 발령 및 관리에 관한 규정,제1조(목적) 이 기준은 조세특례,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000002186&type=HTML&mobileYn=,대외구속지향,사내기술대학(원) 인정 및 사후관리 기준 — 기업(외부)의 인정 요건·기준(조세특례 연계 자격·지정).
T103,2100000246548,사립유치원 교직원의 봉급·수당에 관한 지침,예규,20240901,교육부법령_근거주장,유아교육법; 유아교육법 시행령; 교육관련기관의 정보공개에 관한 특례법; 교육기관정보공개법; 사립학교법; 교육기관정보공개법 시행령,"[별지 제1호서식]  사립유치원 규칙 신ㆍ구 대조표 <기준일 : 0000.00.00. 000유치원> ───┬───   현행│개정   ───┼───       │       ───┴─── ※ [별지 제1호서식] 양식은 추가, 변경 가능하며, 봉급과 그 밖의 각종 수당에 대한 지급 기준 관련 조항에 관한 개정 사항을 포함해야 함 1. 목적　가. 「유아교육법」 제10조 및 「유아교육법 시행령」 제10조제1항제6의2호에 따른 유치원 규칙의 기재사항 및 제정절차 등에 관한 내용을 구체적으로 규정하는 것을 목적으로 한다.　나. 「교육관련기관의",/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000246548&type=HTML&mobileYn=,대외구속지향,사립유치원(외부 법인·개인)의 교직원 봉급·수당 관련 규칙 기재사항 등 규율 — 사립학교(법인) 규율 유형이며 교직원 개인 처우에도 관계.
T104,2100000194100,사립학교 교원 임용보고 서식,고시,20200901,근거주장_없음,,제1조(목적) 이 고시는 「사립학교법」,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000194100&type=HTML&mobileYn=,내부관리,"경계규칙②: 임용보고 의무 자체는 사립학교법(제54조 계열)이 창설 — 이 고시가 단순 표준서식 제공인지, 보고 내용·방법에 관한 의무를 부가하는지 서식 전문 확인 필요(가이드가 명시한 애매 사례). [검수 반영: 전문(별지 2종+작성요령) 확인 — 의무 창설 조항 없음, 보고의무는 사립학교법 §54·시행령 §23이 창설. 경계규칙②에 따라 내부관리 확정 2026-08-15.]"
T105,2100000213712,사회정책협력망 운영 규정,훈령,20220809,근거주장_없음,,제1조(목적) 이 규정은 사회정책협력망 운영에 관한 사항을 규정함을 목적으로 한다. ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000213712&type=HTML&mobileYn=,내부관리,사회정책협력망 운영(기관 간 협의체).
T106,2100000025884,세월호참사 관련 피해자 등의 교육비 지원 및 단원고등학교 교직원 휴직 등에 관한 세부지침,고시,20150828,타부처위임확인_D1제외,4·16세월호참사 피해구제 및 지원 등을 위한 특별법; 4·16세월호참사 피해구제 및 지원 등을 위한 특별법 시행령; 고등교육법,제1조(목적) 이 지침은 「4·16세월호참사 피해구,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000025884&type=HTML&mobileYn=,해당없음(타부처위임),
T107,2100000091472,수석교사 연구활동비 지급에 관한 규정,훈령,20170630,교육부법령_근거주장,교육공무원법; 교육공무원 임용령; 공무원 수당 등에 관한 규정,제1조(목적) 이 규정은「교육공무원법」,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000091472&type=HTML&mobileYn=,대외구속지향,신분관계 — 수석교사 연구활동비 지급 기준(수당·활동비 지급 유형).
T108,2100000281018,시·도교육청 금고지정 기준에 관한 예규,예규,20260623,근거주장_없음,,<별  표> 시ㆍ도교육청 금고지정 평가항목 및 배점기준 ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????┏━━━━━━━━━━━━━━┯━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┯━━┯━━┓ ┃항       목                ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000281018&type=HTML&mobileYn=,대외구속지향,"시도교육청 금고(민간 금융기관) 지정 평가기준 — 외부 금융기관의 지정을 좌우(수범자는 교육감, 지정계약의 사법적 성격 병존)."
T109,2100000267964,시·도 및 시·군·자치구의 고등학교 등의 무상교육 경비 부담에 관한 고시,고시,20251017,교육부법령_근거주장,지방교육재정교부금법 시행령; 초ㆍ중등교육법; 지방교육재정교부금법,제1조(목적) 이 고시는 「지방교육재정교부금법」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000267964&type=HTML&mobileYn=,대외구속지향,시도·시군구(별도 법주체)의 고교 무상교육 경비 부담 확정 — 지자체에 대한 재정 부담 의무 규율(기관 간 재정관계).
T110,2100000214938,어디서나 교육민원처리제 운영지침,예규,20221005,근거주장_없음,,제1조(목적) 이 지침은「민원처리에 관한 법률」,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000214938&type=HTML&mobileYn=,내부관리,어디서나 민원처리제 — 기관 간 민원 접수·이송 편의 절차.
T111,2100000247892,어린이집 보육교직원 자격검정위원회 운영규정,훈령,20240627,근거주장_없음,,제1조(목적) 이 규정은 어린이집 보육교직원 자격검정위원회의 설치 및 운영에 필요한 사항을 규정함을 목적으로 한다. ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000247892&type=HTML&mobileYn=,대외구속지향,경계규칙①: 자격검정위원회의 결정이 외부인(보육교직원)의 자격을 좌우(가이드 실례).
T112,2100000247944,어린이집의 원장과 보육교사의 자격기준 중 한국보육진흥원 직원의 경력인정 기준에 관한 고시,고시,20240627,교육부법령_근거주장,영유아보육법 시행령; 영유아보육법; 훈령ㆍ예규 등의 발령 및 관리에 관한 규정,제1조(목적) 이 고시는 「영유아보육법 시행령」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000247944&type=HTML&mobileYn=,대외구속지향,어린이집 원장·보육교사 자격기준 중 경력인정 기준 — 개인의 자격 요건.
