id,gold_id,층,인간L1,조각,전문
P06352,,조각·패널비위임,,대통령령으로 정하는,"① 시ㆍ도 교육감은 폐교재산을 교육용시설, 사회복지시설, 문화시설, 공공체육시설, 귀농어ㆍ귀촌 지원시설로 활용하려는 자 또는 소득증대시설로 활용하려는 다음 각 호의 어느 하나에 해당하는 자에게는 그 폐교재산의 용도와 사용 기간을 정하여 수의계약(隨意契約)으로 대부 또는 매각할 수 있다. <개정 2019.8.20>
1. 대통령령으로 정하는 지역주민
2. 해당 폐교가 있는 시ㆍ군ㆍ구(자치구를 말한다. 이하 같다)에 소재한 「농어업경영체 육성 및 지원에 관한 법률」에 따른 농업법인ㆍ어업법인
3. 해당 폐교가 있는 시ㆍ군ㆍ구에 소재한 「농업협동조합법」에 따른 조합 및 「수산업협동조합법」에 따른 조합ㆍ어촌계
② 제1항에 따라 폐교재산을 대부하는 경우 그 대부요율, 대부기간 및 가격평정(價格評定) 등에 필요한 사항과 매각하는 경우 그 절차 등에 필요한 사항은 대통령령으로 정한다.
③ 시ㆍ도 교육감은 다음 각 호의 어느 하나에 해당하는 경우에는 사용료를 대통령령으로 정하는 바에 따라 감액하여 대부할 수 있다. <개정 2012.3.21, 2019.8.20>
1. 국가 또는 지방자치단체가 폐교재산을 교육용시설, 사회복지시설, 문화시설, 공공체육시설, 소득증대시설 또는 귀농어ㆍ귀촌 지원시설로 사용하려는 경우
2. 단체 또는 사인(私人)이 폐교재산을 교육용시설, 사회복지시설, 문화시설, 공공체육시설 또는 귀농어ㆍ귀촌 지원시설로 사용하려는 경우
3. 대통령령으로 정하는 지역주민이 공동으로 폐교재산을 소득증대시설로 사용하려는 경우
4. 대통령령으로 정하는 지역주민이 「농어업경영체 육성 및 지원에 관한 법률」에 따른 농업법인ㆍ어업법인, 「농업협동조합법」에 따른 조합, 「수산업협동조합법」에 따른 조합ㆍ어촌계와 공동으로 폐교재산을 소득증대시설로 사용하려는 경우
④ 시ㆍ도 교육감은 다음 각 호의 어느 하나에 해당하는 경우에는 무상으로 대부한다. <개정 2012.3.21>
1. 폐교재산을 전부 기부한 자(그 상속인과 그 밖의 포괄승계인을 포함한다) 또는 그 일부를 소유하고 있는 자가 사용하고자 하는 경우
2. 폐교재산이 소재한 지역으로서 대통령령으로 정하는 지역주민의 100분의 50 이상이 공동으로 폐교재산을 소득증대시설 및 공동이용시설로 사용하고자 하는 경우
⑤ 시ㆍ도 교육감은 다음 각 호의 어느 하나에 해당하는 경우에는 폐교재산을 무상으로 대부할 수 있다. <개정 2019.8.20, 2025.1.21>
1. 폐교재산이 5년 이상 활용되지 아니한 상태로 3회 이상 대부 또는 매각 공고를 하였으나 대부 또는 매수하려는 자가 없는 경우로서 다음 각 목의 어느 하나에 해당하는 자가 그 폐교재산을 사용하려는 경우
가. 국가 또는 지방자치단체
나. 해당 폐교가 있는 지역의 「농어업경영체 육성 및 지원에 관한 법률」에 따른 농업법인ㆍ어업법인
다. 해당 폐교가 있는 지역의 「농업협동조합법」에 따른 조합, 「수산업협동조합법」에 따른 조합ㆍ어촌계
2. 해당 폐교가 있는 지역을 관할하는 지방자치단체의 장이 시ㆍ도 교육감과 사전에 협의하여 그 폐교재산을 귀농어ㆍ귀촌 지원시설로 사용하려는 경우
3. 「초ㆍ중등교육법」 제28조제1항에 따라 시ㆍ도 교육감이 학업에 어려움을 겪는 학생에 대한 교육을 위탁하여 실시하기에 적합하다고 인정한 교육기관이 폐교재산을 교육용시설로 사용하려는 경우
4. 「대안교육기관에 관한 법률」 제2조제2호에 따른 대안교육기관이 폐교재산을 교육용시설로 사용하려는 경우
제5조(대부 등에 관한 특례)"
P06224,,조각·패널비위임,,사항은 교육부령으로,"① 제31조부터 제33조까지, 제35조부터 제38조까지의 규정에 따라 평생교육시설 인가를 받거나 등록ㆍ신고를 한 자가 인가 또는 등록ㆍ신고한 사항을 변경하고자 하는 때에는 대통령령으로 정하는 바에 따라 변경인가를 받거나 변경등록ㆍ변경신고를 하여야 한다. <개정 2023.4.18, 2025.11.11>
② 제1항에 따른 변경인가 및 변경등록ㆍ변경신고의 방법ㆍ절차 등에 필요한 사항은 교육부령으로 정한다.
제38조의2(평생교육시설의 변경인가ㆍ변경등록 등)"
P04201,,조각·패널비위임,,사항은 대통령령으로,"① 제31조에 따른 학교운영위원회는 학교발전기금을 조성할 수 있다.
② 제1항에 따른 학교발전기금의 조성과 운용방법 등에 필요한 사항은 대통령령으로 정한다.
제33조(학교발전기금)"
P04741,,조각·패널비위임,,사항은 교육부령으로,"①교육감은 다음 각 호의 어느 하나에 해당하는 학교중에서 특수분야의 전문적인 교육을 목적으로 하는 고등학교(이하 ""특수목적고등학교""라 한다)를 지정ㆍ고시할 수 있다. 다만, 제10호의 학교 중 국립의 고등학교는 교육부장관이 지정ㆍ고시한다. <개정 2001.1.29, 2001.3.2, 2007.5.16, 2010.6.29, 2013.3.23, 2020.2.28, 2024.1.23>
1. 삭제<2010.6.29>
2. 삭제<2010.6.29>
3. 삭제<2010.6.29>
4. 삭제<2010.6.29>
5. 과학 인재 양성을 위한 과학계열의 고등학교
6. 외국어에 능숙한 국제적인 인재양성을 위한 외국어ㆍ국제계열의 고등학교
7. 예술인 양성을 위한 예술계열의 고등학교와 체육인 양성을 위한 체육계열의 고등학교
8. 삭제<2010.6.29>
9. 삭제<2010.6.29>
10. 산업계의 수요에 직접 연계된 맞춤형 교육과정을 운영하는 고등학교(이하 ""산업수요 맞춤형 고등학교""라 한다)
② 특수목적고등학교로 지정받으려는 법인 또는 학교의 장은 다음 각 호의 사항이 포함된 신청서를 작성하여 교육부장관 또는 교육감에게 제출하여야 한다. <개정 2010.6.29, 2013.3.23, 2013.10.30>
1. 학교운영에 관한 계획
2. 교육과정 운영에 관한 계획(산업수요 맞춤형 고등학교는 산학연계에 관한 계획을 포함한다)
3. 학과를 두려는 학교의 경우 학과 설치에 관한 계획
4. 입학전형 실시에 관한 계획
5. 교원배치에 관한 계획
5의2. 교장 공모에 관한 계획(산업수요 맞춤형 고등학교만 해당한다)
6. 그 밖에 특수목적고등학교의 운영 등에 관하여 교육부장관 또는 교육감이 정하여 고시하는 사항
③ 교육감이 제1항제5호, 제6호 및 제10호(공립ㆍ사립의 고등학교만 해당한다)의 특수목적고등학교를 지정ㆍ고시하고자 하는 경우에는 미리 교육부장관의 동의를 받아야 한다. <신설 2007.5.16, 2008.2.29, 2010.6.29, 2013.3.23, 2014.12.9, 2020.2.28, 2024.1.23>
④ 교육감은 특수목적고등학교가 다음 각 호의 어느 하나에 해당하는 경우에는 그 지정을 취소할 수 있다. 다만, 제1항 각 호 외의 부분 단서에 따라 교육부장관이 지정ㆍ고시한 국립학교인 경우에는 교육부장관이 관계 중앙행정기관의 장과 협의하여 지정을 취소할 수 있다. <개정 2014.2.18, 2020.2.28, 2024.1.23>
1. 거짓이나 그 밖의 부정한 방법으로 회계를 집행한 경우
2. 부정한 방법으로 학생을 선발한 경우
3. 교육과정을 부당하게 운영하는 등 지정 목적을 위반한 중대한 사유가 발생한 경우
4. 지정 목적 달성이 불가능한 사유의 발생 등으로 인하여 학교의 신청이 있는 경우
5. 교육감이 5년마다 시ㆍ도 교육규칙으로 정하는 바에 따라 해당 학교 운영 성과 등을 평가하여 지정 목적의 달성이 불가능하다고 인정되는 경우
⑤ 교육감은 제4항제5호에 따라 학교 운영 성과 등을 평가한 결과 개선이 필요하다고 판단되는 학교에 대해서는 그 개선 계획을 수립하여 시행하도록 요청할 수 있다. <신설 2024.1.23>
⑥ 교육감이 제1항제5호, 제6호 및 제10호(공립ㆍ사립의 고등학교만 해당한다)의 특수목적고등학교의 지정을 취소하는 경우에는 미리 교육부장관의 동의를 받아야 한다. <신설 2011.6.7, 2013.3.23, 2014.12.9, 2020.2.28, 2024.1.23>
⑦ 교육부장관은 제3항 또는 제6항에 따른 특수목적고등학교의 지정 또는 지정 취소에 대한 동의 여부를 결정하려는 경우에는 제105조의3에 따른 특수목적고등학교 등 지정위원회의 심의를 거쳐야 한다. 이 경우 교육부장관은 제3항에 따른 특수목적고등학교의 지정에 대한 동의 여부를 결정할 때에는 지정 신청을 한 학교가 속한 지역의 해당 특수목적고등학교의 지정 필요성 및 지역별 해당 특수목적고등학교의 지정 현황 등 지역간 균형발전을 고려해야 한다. <신설 2014.12.9, 2024.1.23, 2026.5.26>
⑧ 교육감은 제4항 본문에 따라 특수목적고등학교의 지정을 취소하는 경우 해당 학교의 장과 협의하여 지정 취소 당시 재학 중인 학생에 대해서는 해당 학교를 졸업할 때까지 당초 계획된 교육과정이 운영되도록 하여야 한다. 다만, 해당 학교가 제1항 단서에 따라 교육부장관이 지정ㆍ고시한 국립학교인 경우에는 교육부장관이 관계 중앙행정기관의 장 및 해당 학교의 장과 협의하여 당초 계획된 교육과정이 운영되도록 하여야 한다. <신설 2014.2.18, 2014.12.9, 2024.1.23>
⑨ 교육감이 지정하는 특수목적고등학교의 학급 수, 학생 수 및 시설기준 등 특수목적고등학교의 지정 기준은 교육감이 정하여 고시한다. <신설 2010.6.29, 2011.6.7, 2014.2.18, 2014.12.9, 2024.1.23>
⑩ 제1항부터 제9항까지에서 규정한 사항 외에 특수목적고등학교의 지정, 지정 취소 및 운영에 필요한 사항은 교육부령으로 정한다. <신설 2010.6.29, 2011.6.7, 2013.3.23, 2014.2.18, 2014.12.9, 2024.1.23>
제90조(특수목적고등학교)"
P01721,,조각·패널비위임,,사항은 대통령령으로,"① 산업교육기관은 다음 각 호의 어느 하나의 경우에는 국가, 지방자치단체 또는 산업체등과의 계약에 의하여 권역별로, 산업교육기관간 또는 산업교육기관별로 직업교육훈련 과정 또는 학과 등을 설치ㆍ운영할 수 있다. 이 경우 새로운 학과ㆍ학부를 설치할 필요가 있는 때에는 그에 앞서 이미 설치되어 있는 학과ㆍ학부나 유사한 학과ㆍ학부를 우선 활용하여야 한다. <개정 2017.11.28>
1. 국가, 지방자치단체 또는 산업체등이 채용을 조건으로 학자금 지원계약을 체결하고, 특별한 교육과정의 운영을 요구하는 경우
2. 국가, 지방자치단체 또는 산업체등이 그 소속 직원의 재교육이나 직무능력 향상 또는 전직(轉職) 교육을 위하여 그 경비의 전부 또는 일부를 부담하면서 교육을 의뢰하는 경우
3. 국가, 지방자치단체 또는 산업체등이 산업사회의 요구에 부응하는 인력 양성을 위하여 학생 선발기준의 공동 마련, 교육과정ㆍ교재의 공동개발 및 산업체등 인사의 교육 참여 등을 통한 교육과정의 운영을 요구하는 경우
② 산업교육기관의 장은 제1항에 따라 계약에 의한 학과 및 학부(이하 ""계약학과등""이라 한다)를 설치ㆍ운영하는 경우 대통령령으로 정하는 바에 따라 그 설치ㆍ운영계획을 교육부장관에게 신고하여야 한다. <신설 2015.3.27>
③ 산업교육기관의 장은 계약학과등을 폐지하는 경우 대통령령으로 정하는 바에 따라 그 폐지계획을 교육부장관에게 신고하여야 한다. <신설 2015.3.27>
④ 산업교육기관과 산업체등은 제1항 각 호의 계약학과등의 설치기준을 지켜야 한다. <신설 2015.3.27, 2022.12.13>
⑤ 국가와 지방자치단체는 제1항에 따른 직업교육훈련과정 등의 설치ㆍ운영에 필요한 비용의 전부 또는 일부를 지원할 수 있다. <신설 2017.11.28>
⑥ 제1항에 따른 직업교육훈련과정 등의 설치ㆍ운영 및 학생선발방법, 정원, 납부금, 제5항에 따른 비용 지원 등에 필요한 사항은 대통령령으로 정한다. <개정 2015.3.27, 2017.11.28>
제8조(계약에 의한 직업교육훈련과정 등의 설치ㆍ운영)"
P00901,,조각·패널비위임,,대통령령으로 정하는,"1. 「대기환경보전법」 제16조제1항에 따른 배출허용기준을 초과하여 대기오염물질을 배출하는 시설
2. 「물환경보전법」 제32조제1항에 따른 배출허용기준을 초과하여 수질오염물질을 배출하는 시설과 제48조에 따른 폐수종말처리시설
3. 「가축분뇨의 관리 및 이용에 관한 법률」 제11조에 따른 배출시설, 제12조에 따른 처리시설 및 제24조에 따른 공공처리시설
4. 「하수도법」 제2조제11호에 따른 분뇨처리시설
5. 「악취방지법」 제7조에 따른 배출허용기준을 초과하여 악취를 배출하는 시설
6. 「소음ㆍ진동관리법」 제7조 및 제21조에 따른 배출허용기준을 초과하여 소음ㆍ진동을 배출하는 시설
7. 「폐기물관리법」 제2조제8호에 따른 폐기물처리시설(규모, 용도, 기간 및 학습과 학교보건위생에 대한 영향 등을 고려하여 대통령령으로 정하는 시설은 제외한다)
8. 「가축전염병 예방법」 제11조제1항ㆍ제20조제1항ㆍ제2항에 따른 가축 사체, 제23조제1항에 따른 오염물건 및 제33조제1항에 따른 수입금지 물건의 소각ㆍ매몰지
9. 「장사 등에 관한 법률」 제2조제8호에 따른 화장시설ㆍ제9호에 따른 봉안시설 및 제13호에 따른 자연장지(같은 법 제16조제1항제1호에 따른 개인ㆍ가족자연장지와 제2호에 따른 종중ㆍ문중자연장지는 제외한다)
10. 「축산물 위생관리법」 제21조제1항제1호에 따른 도축업 시설
11. 「축산법」 제34조제1항에 따른 가축시장
12. 「영화 및 비디오물의 진흥에 관한 법률」 제2조제11호의 제한상영관
13. 「청소년 보호법」 제2조제5호가목7)에 해당하는 업소와 같은 호 가목8), 가목9) 및 나목7)에 따라 성평등가족부장관이 고시한 영업에 해당하는 업소
14. 「고압가스 안전관리법」 제2조에 따른 고압가스, 「도시가스사업법」 제2조제1호에 따른 도시가스 또는 「액화석유가스의 안전관리 및 사업법」 제2조제1호에 따른 액화석유가스의 제조, 충전 및 저장하는 시설(관계 법령에서 정한 허가 또는 신고 이하의 시설이라 하더라도 동일 건축물 내에 설치되는 각각의 시설용량의 총량이 허가 또는 신고 규모 이상이 되는 시설은 포함하되, 규모, 용도 및 학습과 학교보건위생에 대한 영향 등을 고려하여 대통령령으로 정하는 시설의 전부 또는 일부는 제외한다)
15. 「폐기물관리법」 제2조제1호에 따른 폐기물을 수집ㆍ보관ㆍ처분하는 장소(규모, 용도, 기간 및 학습과 학교보건위생에 대한 영향 등을 고려하여 대통령령으로 정하는 장소는 제외한다)
16. 「총포ㆍ도검ㆍ화약류 등의 안전관리에 관한 법률」 제2조에 따른 총포 또는 화약류의 제조소 및 저장소
17. 「감염병의 예방 및 관리에 관한 법률」 제37조제1항제2호에 따른 격리소ㆍ요양소 또는 진료소
18. 「담배사업법」에 의한 지정소매인, 그 밖에 담배[연초(煙草)나 니코틴을 원료의 전부 또는 일부로 하여 피우거나, 빨거나, 증기로 흡입하거나, 씹거나, 냄새 맡기에 적합한 상태로 제조한 것을 포함한다. 이하 이 호에서 같다]를 판매하는 자가 설치하는 담배자동판매기(「고등교육법」 제2조 각 호에 따른 학교의 교육환경보호구역은 제외한다)
19. 「게임산업진흥에 관한 법률」 제2조제6호, 제7호 또는 제8호에 따른 게임제공업, 인터넷컴퓨터게임시설제공업 및 복합유통게임제공업(「유아교육법」 제2조제2호에 따른 유치원 및 「고등교육법」 제2조 각 호에 따른 학교의 교육환경보호구역은 제외한다)
20. 「게임산업진흥에 관한 법률」 제2조제6호다목에 따라 제공되는 게임물 시설(「고등교육법」 제2조 각 호에 따른 학교의 교육환경보호구역은 제외한다)
21. 「체육시설의 설치ㆍ이용에 관한 법률」 제3조에 따른 체육시설 중 무도학원 및 무도장(「유아교육법」 제2조제2호에 따른 유치원, 「초ㆍ중등교육법」 제2조제1호에 따른 초등학교, 같은 법 제60조의3에 따라 초등학교 과정만을 운영하는 대안학교 및 「고등교육법」 제2조 각 호에 따른 학교의 교육환경보호구역은 제외한다)
22. 「한국마사회법」 제4조에 따른 경마장 및 제6조제2항에 따른 장외발매소, 「경륜ㆍ경정법」 제5조에 따른 경주장 및 제9조제2항에 따른 장외매장
23. 「사행행위 등 규제 및 처벌 특례법」 제2조제1항제2호에 따른 사행행위영업
24. 「음악산업진흥에 관한 법률」 제2조제13호에 따른 노래연습장업(「유아교육법」 제2조제2호에 따른 유치원 및 「고등교육법」 제2조 각 호에 따른 학교의 교육환경보호구역은 제외한다)
25. 「영화 및 비디오물의 진흥에 관한 법률」 제2조제16호가목 및 라목에 해당하는 비디오물감상실업 및 복합영상물제공업의 시설(「유아교육법」 제2조제2호에 따른 유치원 및 「고등교육법」 제2조 각 호에 따른 학교의 교육환경보호구역은 제외한다)
26. 「식품위생법」 제36조제1항제3호에 따른 식품접객업 중 단란주점영업 및 유흥주점영업
27. 「공중위생관리법」 제2조제1항제2호에 따른 숙박업 및 「관광진흥법」 제3조제1항제2호에 따른 관광숙박업(「국제회의산업 육성에 관한 법률」 제2조제3호에 따른 국제회의시설에 부속된 숙박시설과 규모, 용도, 기간 및 학습과 학교보건위생에 대한 영향 등을 고려하여 대통령령으로 정하는 숙박업 또는 관광숙박업은 제외한다)
28. 삭제<2021.9.24>
29. 「화학물질관리법」 제39조에 따른 사고대비물질의 취급시설 중 대통령령으로 정하는 수량 이상으로 취급하는 시설
30. 「통계법」 제22조제1항에 따라 국가데이터처장이 고시하는 한국표준산업분류에 따른 제조업 중 레미콘 제조업(시멘트와 모래, 자갈 등의 광물성 물질 혼합물에 물을 첨가하여 굳지 아니한 상태로 구매자에게 공급하는 콘크리트용 비내화 혼합물을 제조하는 산업활동)
31. 「정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률」 제3조제7호에 따른 정신재활시설 중 중독자재활시설(알코올 중독, 약물 중독 또는 게임 중독 등으로 인한 정신질환자등을 치유하거나 재활을 돕는 시설)
32. 「관광진흥법」 제3조제1항제5호에 따른 카지노업
제9조(교육환경보호구역에서의 금지행위 등) 누구든지 학생의 보건ㆍ위생, 안전, 학습과 교육환경 보호를 위하여 교육환경보호구역에서는 다음 각 호의 어느 하나에 해당하는 행위 및 시설을 하여서는 아니 된다. 다만, 상대보호구역에서는 제14호부터 제27호까지 및 제29호부터 제32호까지에 규정된 행위 및 시설 중 교육감이나 교육감이 위임한 자가 지역위원회의 심의를 거쳐 학습과 교육환경에 나쁜 영향을 주지 아니한다고 인정하는 행위 및 시설은 제외한다. <개정 2017.1.17, 2017.12.19, 2019.12.3, 2020.3.24, 2021.9.24, 2024.2.6, 2024.10.22, 2025.7.22, 2025.8.14, 2025.10.1>"
P07065,,조각·패널비위임,,대통령령으로 정하는 특별한,"① 심의위원회는 피해학생의 보호를 위하여 필요하다고 인정하는 때에는 피해학생에 대하여 다음 각 호의 어느 하나에 해당하는 조치(수 개의 조치를 동시에 부과하는 경우를 포함한다)를 할 것을 교육장(교육장이 없는 경우 제12조제1항에 따라 조례로 정한 기관의 장으로 한다. 이하 같다)에게 요청할 수 있다. 다만, 학교의 장은 학교폭력사건을 인지한 경우 피해학생의 반대의사 등 대통령령으로 정하는 특별한 사정이 없으면 지체 없이 가해자(교사를 포함한다)와 피해학생을 분리하여야 하며, 피해학생이 긴급보호를 요청하는 경우에는 제1호부터 제3호까지 및 제6호의 조치를 할 수 있다. 이 경우 학교의 장은 심의위원회에 즉시 보고하여야 한다. <개정 2012.3.21, 2017.4.18, 2019.8.20, 2020.12.22, 2021.3.23, 2023.10.24>
1. 학내외 전문가에 의한 심리상담 및 조언
2. 일시보호
3. 치료 및 치료를 위한 요양
4. 학급교체
5. 삭제<2012.3.21>
6. 그 밖에 피해학생의 보호를 위하여 필요한 조치
② 심의위원회는 제1항에 따른 조치를 요청하기 전에 피해학생 및 그 보호자에게 의견진술의 기회를 부여하는 등 적정한 절차를 거쳐야 한다. <신설 2012.3.21, 2019.8.20>
③ 제1항에 따른 요청이 있는 때에는 교육장은 피해학생의 보호자의 동의를 받아 7일 이내에 해당 조치를 하여야 한다. <개정 2012.3.21, 2019.8.20>
④ 제1항의 조치 등 보호가 필요한 학생에 대하여 학교의 장이 인정하는 경우 그 조치에 필요한 결석을 출석일수에 포함하여 계산할 수 있다. <개정 2012.3.21, 2021.3.23>
⑤ 학교의 장은 성적 등을 평가하는 경우 제3항에 따른 조치로 인하여 학생에게 불이익을 주지 아니하도록 노력하여야 한다. <개정 2012.3.21, 2021.3.23>
⑥ 피해학생이 전문단체나 전문가로부터 제1항제1호부터 제3호까지의 규정에 따른 상담 등을 받는 데에 사용되는 비용은 가해학생의 보호자가 부담하여야 한다. 다만, 피해학생의 신속한 치료를 위하여 학교의 장 또는 피해학생의 보호자가 원하는 경우에는 「학교안전사고 예방 및 보상에 관한 법률」제15조에 따른 학교안전공제회 또는 시ㆍ도교육청이 부담하고 이에 대한 상환청구권을 행사할 수 있다. <개정 2012.1.26, 2012.3.21, 2021.3.23>
1. 삭제<2012.3.21>
2. 삭제<2012.3.21>
⑦ 학교의 장 또는 피해학생의 보호자는 필요한 경우 「학교안전사고 예방 및 보상에 관한 법률」 제34조의 공제급여를 학교안전공제회에 직접 청구할 수 있다. <신설 2012.1.26, 2012.3.21>
⑧ 피해학생의 보호 및 제6항에 따른 지원범위, 상환청구범위, 지급절차 등에 필요한 사항은 대통령령으로 정한다. <신설 2012.3.21, 2021.3.23>
제16조(피해학생의 보호)"
P00115,,조각·패널비위임,,못하는 경우 등 대통령령으로,"① 제34조제1항에 따른 대학의 장(이하 이 조에서 ""대학의 장""이라 한다)은 같은 항에 따른 입학전형에 응시하는 사람에게 입학전형료를 받을 수 있다. <개정 2019.4.23>
② 대학의 장은 전년도 입학전형 관련 수입ㆍ지출 내역 및 모집인원 대비 지원인원 등을 고려하여 입학전형료를 정한다. 이 경우 입학전형료 결정의 기준이 되는 입학전형 관련 수입ㆍ지출의 항목 및  산정방법은 교육부령으로 정한다.
③ 대학의 장은 입학전형에 응시한 사람 중 국가유공자, 국민기초생활수급자 등 대통령령으로 정하는 사람에 대하여 입학전형료를 면제하거나 감액할 수 있다.
④ 대학의 장은 입학전형에 응시한 사람이 착오로 인하여 입학전형료를 납부하거나 부득이한 사유로 인하여 입학전형에 응시하지 못하는 경우 등 대통령령으로 정하는 사유가 발생한 때에는 대통령령으로 정하는 바에 따라 입학전형료의 전부 또는 일부를 반환하여야 한다.
⑤ 대학의 장은 입학전형을 마친 후 입학전형 관련 수입ㆍ지출에 따른 잔액을 대통령령으로 정하는 바에 따라 입학전형에 응시한 사람에게 반환하여야 한다.
제34조의4(입학전형료)"
P03522,,조각·패널비위임,,대통령령,"① 국가는 「초ㆍ중등교육법」 제10조의2에 따른 고등학교 등의 무상교육에 필요한 비용 중 1,000분의 475 이내에 해당하는 금액을 제3조제4항에 따라 따로 증액교부하여야 한다.
② 시ㆍ도 및 시ㆍ군ㆍ자치구는 「초ㆍ중등교육법」 제10조의2에 따른 고등학교 등의 무상교육에 필요한 비용 중 1,000분의 50에 해당하는 금액을 대통령령으로 정하는 바에 따라 교육비특별회계로 전출하여야 한다.
제14조의2(고등학교 등의 무상교육 경비 부담에 관한 특례)"
P03130,,조각·패널비위임,,사항은 대통령령으로,"① 교육감은 특수교육대상자와 그 가족에 대하여 가족상담, 부모교육 등 가족지원을 제공하여야 한다. <개정 2019.12.10>
② 교육감은 특수교육대상자에게 필요한 경우 물리치료, 작업치료 등 치료지원을 제공하여야 한다. 이 경우 특수교육대상자의 장애유형과 장애정도를 고려한 맞춤형 치료지원이 제공될 수 있도록 하여야 한다. <개정 2021.3.23, 2021.12.28>
③ 교육감은 각급학교의 장이 특수교육대상자를 위하여 필요한 경우 지원인력을 제공할 수 있도록 지원하여야 한다. <개정 2021.12.28>
④ 각급학교의 장은 특수교육대상자의 교육을 위하여 필요한 장애인용 각종 교구, 각종 학습보조기, 보조공학기기 등의 설비를 제공하여야 한다.
⑤ 각급학교의 장은 특수교육대상자의 취학 편의를 위하여 통학차량 지원, 통학비 지원, 통학 지원인력의 배치 등 통학 지원 대책을 마련하여야 한다. <개정 2021.12.28>
⑥ 각급학교의 장은 특수교육대상자의 생활지도 및 보호를 위하여 기숙사를 설치ㆍ운영할 수 있다. 기숙사를 설치ㆍ운영하는 특수학교에는 특수교육대상자의 생활지도 및 보호를 위하여 교육부령으로 정하는 자격이 있는 생활지도원을 두는 외에 간호사 또는 간호조무사를 두어야 한다. <개정 2008.2.29, 2013.3.23, 2013.4.5>
⑦ 제6항의 생활지도원과 간호사 또는 간호조무사의 배치기준은 국립학교의 경우 교육부령으로, 공립 및 사립 학교의 경우에는 시ㆍ도 교육규칙으로 각각 정한다. <신설 2013.4.5>
⑧ 각급학교의 장은 각급학교에서 제공하는 각종 정보(교육기관에서 운영하는 인터넷 홈페이지를 포함한다)를 특수교육대상자에게 제공하는 경우 특수교육대상자의 장애유형에 적합한 방식으로 제공하여야 한다. <개정 2013.4.5>
⑨ 교육감(국립학교의 경우에는 해당 학교의 장을 말한다)은 「의료법」 제3조에 따른 의료기관과 협의하여 해당 의료기관에 소속된 같은 법 제2조에 따른 의료인으로 하여금 학교 내에서 특수교육대상자에게 의료적 지원을 제공하도록 할 수 있다. 이 경우 의료인이 제공하는 의료적 지원의 구체적 범위는 대통령령으로 정한다. <신설 2024.2.27>
⑩ 제1항부터 제9항까지의 규정에 따른 특수교육 관련서비스의 제공을 위하여 필요한 사항은 대통령령으로 정한다. <개정 2013.4.5, 2024.2.27>
제28조(특수교육 관련서비스)"
P00791,,조각·패널비위임,,대통령령으로 정하는,"① 감독기관의 장 또는 교육시설의 장은 「소방시설 설치 및 관리에 관한 법률」 제12조제1항에도 불구하고 다음 각 호의 어느 하나에 해당하는 교육시설이 신설(신축ㆍ증축ㆍ개축ㆍ재축ㆍ이전 중인 교육시설을 말한다)되는 경우에는 대통령령으로 정하는 바에 따라 스프링클러설비 또는 간이스프링클러설비 등의 화재 안전관리 강화를 위한 소방시설을 설치하여야 한다.
1. 「유아교육법」 제2조제2호에 따른 유치원
2. 「초ㆍ중등교육법」 제2조 각 호에 따른 학교의 기숙사 또는 합숙소 및 「초ㆍ중등교육법」 제2조제4호에 따른 특수학교
3. 「고등교육법」 제2조 각 호에 따른 학교의 기숙사 또는 합숙소
4. 제2조제11호에 따른 임시교실
5. 그 밖에 교육부장관이 화재 안전관리 강화를 위한 소방시설을 설치할 필요가 있다고 인정하는 교육시설
② 감독기관의 장 또는 교육시설의 장이 제1항에 따라 소방시설을 설치하는 경우에는 「소방시설 설치 및 관리에 관한 법률」 제7조에 따른 내진설계기준을 준수하여야 한다.
③ 감독기관의 장 또는 교육시설의 장이 제1항에 따라 소방시설을 설치하는 경우 국가 또는 지방자치단체는 필요한 비용의 일부를 대통령령으로 정하는 바에 따라 지원할 수 있다.
④ 제1항부터 제3항까지에서 규정한 사항 외에 소방시설의 설치 등에 필요한 사항은 「소방시설 설치 및 관리에 관한 법률」 및 「화재의 예방 및 안전관리에 관한 법률」에 따른다.
제10조의3(소방시설 설치지원 등)"
