id,r1_L1,r2_L1,r3_L1,r1_L2,r2_L2,r3_L2,L1_일관성,L2_일관성
P05751,위임,위임,위임,조례,조례,조례,1.0,1.0
P05784,위임,위임,위임,조례,조례,조례,1.0,1.0
P05790,위임,위임,위임,조례,조례,조례,1.0,1.0
P05814,위임,위임,위임,조례,조례,조례,1.0,1.0
P05869,위임,위임,위임,조례,조례,조례,1.0,1.0
P05872,위임,위임,위임,조례,조례,조례,1.0,1.0
P05907,위임,위임,위임,조례,조례,조례,1.0,1.0
P05932,위임,위임,위임,조례,조례,조례,1.0,1.0
P05959,위임,위임,위임,조례,조례,조례,1.0,1.0
P05978,위임,위임,위임,조례,조례,조례,1.0,1.0
P05985,위임,위임,위임,조례,조례,조례,1.0,1.0
P05999,위임,위임,위임,조례,조례,조례,1.0,1.0
P06002,위임,위임,위임,조례,조례,조례,1.0,1.0
P06004,위임,위임,위임,조례,조례,조례,1.0,1.0
P06023,위임,위임,위임,조례,조례,조례,1.0,1.0
P06072,위임,위임,위임,조례,조례,조례,1.0,1.0
P06076,위임,위임,위임,조례,조례,조례,1.0,1.0
P06090,위임,위임,위임,조례,조례,조례,1.0,1.0
P06117,위임,위임,위임,조례,조례,조례,1.0,1.0
P06238,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P06265,위임,위임,위임,조례,조례,조례,1.0,1.0
P06297,판단불가,위임,위임,해당없음,부령,부령,0.667,0.667
P06315,위임,위임,위임,조례,조례,조례,1.0,1.0
P06334,위임,위임,위임,조례,조례,조례,1.0,1.0
P06340,위임,위임,위임,조례,조례,조례,1.0,1.0
P06341,위임,위임,위임,조례,조례,조례,1.0,1.0
P06349,위임,판단불가,위임,대통령령,해당없음,대통령령,0.667,0.667
P06353,위임,판단불가,판단불가,대통령령,미특정,미특정,0.667,0.667
P06366,위임,위임,위임,조례,조례,조례,1.0,1.0
P06416,위임,위임,위임,조례,조례,조례,1.0,1.0
P06417,위임,위임,위임,조례,조례,조례,1.0,1.0
P06438,위임,위임,위임,조례,조례,조례,1.0,1.0
P06473,위임,위임,위임,조례,조례,조례,1.0,1.0
P06475,위임,위임,위임,조례,조례,조례,1.0,1.0
P06478,위임,위임,위임,조례,조례,조례,1.0,1.0
P06502,위임,위임,위임,조례,조례,조례,1.0,1.0
P06533,위임,위임,위임,조례,조례,조례,1.0,1.0
P06547,위임,위임,위임,조례,조례,조례,1.0,1.0
P06549,위임,위임,위임,조례,조례,조례,1.0,1.0
P06577,위임,위임,위임,조례,조례,조례,1.0,1.0
P06578,위임,위임,위임,조례,조례,조례,1.0,1.0
P06583,위임,위임,위임,조례,조례,조례,1.0,1.0
P06585,위임,위임,위임,조례,조례,조례,1.0,1.0
P06601,위임,위임,위임,조례,조례,조례,1.0,1.0
P06615,위임,위임,위임,조례,조례,조례,1.0,1.0
P06617,위임,위임,위임,조례,조례,조례,1.0,1.0
P06630,위임,위임,위임,조례,조례,조례,1.0,1.0
P06631,위임,위임,위임,조례,조례,조례,1.0,1.0
P06637,위임,위임,위임,조례,조례,조례,1.0,1.0
P06639,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P06656,위임,위임,위임,부령,부령,부령,1.0,1.0
P06665,위임,위임,위임,조례,조례,조례,1.0,1.0
P06668,위임,위임,위임,조례,조례,조례,1.0,1.0
P06675,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P06711,위임,위임,위임,부령,부령,부령,1.0,1.0
P06712,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P06748,위임,위임,위임,부령|교육규칙,부령|교육규칙,부령|교육규칙,1.0,1.0
P06768,위임,위임,위임,조례,조례,조례,1.0,1.0
P06796,판단불가,판단불가,판단불가,해당없음,해당없음,해당없음,1.0,1.0
P06828,위임,위임,위임,조례,조례,조례,1.0,1.0
P06871,판단불가,판단불가,판단불가,해당없음,해당없음,해당없음,1.0,1.0
P06887,위임,위임,위임,고시,고시,고시,1.0,1.0
P06895,위임,위임,위임,고시,고시,고시,1.0,1.0
P06898,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P06918,위임,위임,위임,조례,조례,조례,1.0,1.0
P06920,위임,위임,위임,조례,조례,조례,1.0,1.0
P06928,위임,위임,위임,조례,조례,조례,1.0,1.0
P06948,위임,위임,위임,조례,조례,조례,1.0,1.0
P06972,위임,위임,위임,조례,조례,조례,1.0,1.0
P06980,위임,위임,위임,조례,조례,조례,1.0,1.0
P07036,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P07061,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P07065,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P07075,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P07095,판단불가,판단불가,판단불가,해당없음,미특정,해당없음,1.0,0.667
P07120,위임,위임,위임,조례,조례,조례,1.0,1.0
P07157,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P07167,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P07180,위임,위임,위임,조례,조례,조례,1.0,1.0
P07187,판단불가,판단불가,판단불가,해당없음,해당없음,해당없음,1.0,1.0
P07201,위임,위임,위임,대통령령|조례,대통령령|조례,대통령령|조례,1.0,1.0
P07211,위임,위임,위임,조례,조례,조례,1.0,1.0
P07215,위임,위임,위임,조례,조례,조례,1.0,1.0
P07217,위임,위임,위임,조례,조례,조례,1.0,1.0
P07254,위임,위임,위임,교육규칙|대통령령,교육규칙|대통령령,교육규칙|대통령령,1.0,1.0
P07266,판단불가,판단불가,위임,해당없음,해당없음,대통령령,0.667,0.667
P07292,위임,위임,위임,조례,조례,조례,1.0,1.0
P07294,위임,위임,위임,조례,조례,조례,1.0,1.0
P07295,위임,위임,위임,조례,조례,조례,1.0,1.0
P07297,위임,위임,위임,조례,조례,조례,1.0,1.0
P07303,위임,위임,위임,조례,조례,조례,1.0,1.0
P07318,위임,위임,위임,조례,조례,조례,1.0,1.0
P07323,위임,위임,위임,조례,조례,조례,1.0,1.0
P07328,위임,위임,위임,조례,조례,조례,1.0,1.0
P07331,위임,위임,위임,조례,조례,조례,1.0,1.0
P07335,위임,위임,위임,조례,조례,조례,1.0,1.0
P07362,위임,위임,위임,조례,조례,조례,1.0,1.0
P07363,위임,위임,위임,조례,조례,조례,1.0,1.0
P07369,인용,인용,인용,해당없음,해당없음,해당없음,1.0,1.0
P07399,위임,위임,위임,교육규칙,교육규칙,교육규칙,1.0,1.0
P07404,위임,위임,위임,교육규칙,교육규칙,교육규칙,1.0,1.0
P07411,판단불가,판단불가,판단불가,해당없음,해당없음,해당없음,1.0,1.0
P07425,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P07434,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P07452,위임,위임,위임,미특정,미특정,미특정,1.0,1.0
P07457,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P07478,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P07496,위임,위임,위임,대통령령,대통령령,대통령령,1.0,1.0
P07546,위임,위임,위임,고시,고시,고시,1.0,1.0
